signal_time,entry_time,exit_time,direction,entry,exit,tp,sl,gross,net_x1,net_x4,exit_reason,family,candidate,stage24a_decision
2026-05-13 16:00:00,2026-05-13 16:01:00,2026-05-13 16:36:00,long,4688.29,4678.01257,4697.77686,4678.01257,-10.27743,-10.62743,-11.67743,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.1_rec0.1_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2026-05-25 16:00:00,2026-05-25 16:01:00,2026-05-25 17:31:00,short,4564.42,4565.86,4557.41886,4572.00457,-1.44,-1.79,-2.84,horizon_close,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.1_rec0.1_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2026-05-26 16:00:00,2026-05-26 16:01:00,2026-05-26 17:00:00,long,4522.59,4510.92389,4533.35871,4510.92389,-11.66611,-12.01611,-13.06611,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.1_rec0.1_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2026-05-29 16:00:00,2026-05-29 16:01:00,2026-05-29 16:30:00,short,4518.37,4529.24775,4508.329,4529.24775,-10.87775,-11.22775,-12.27775,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.1_rec0.1_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2026-06-11 16:00:00,2026-06-11 16:01:00,2026-06-11 17:09:00,long,4080.79,4063.18289,4097.04271,4063.18289,-17.60711,-17.95711,-19.00711,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.1_rec0.1_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-06 16:00:00,2022-05-06 16:01:00,2022-05-06 16:47:00,short,1877.16,1880.86268,1873.74214,1880.86268,-3.70268,-4.05268,-5.10268,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-09 16:00:00,2022-05-09 16:01:00,2022-05-09 16:05:00,long,1864.37,1867.73771,1867.73771,1860.72164,3.36771,3.01771,1.96771,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-12 16:00:00,2022-05-12 16:01:00,2022-05-12 16:23:00,long,1844.57,1848.31829,1848.31829,1840.50936,3.74829,3.39829,2.34829,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-17 16:00:00,2022-05-17 16:01:00,2022-05-17 16:15:00,short,1831.11,1827.89314,1827.89314,1834.59493,3.21686,2.86686,1.81686,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-20 16:00:00,2022-05-20 16:01:00,2022-05-20 16:30:00,long,1841.59,1838.68961,1844.26729,1838.68961,-2.90039,-3.25039,-4.30039,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-26 16:00:00,2022-05-26 16:01:00,2022-05-26 16:09:00,long,1843.91,1846.60357,1846.60357,1840.99196,2.69357,2.34357,1.29357,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-30 16:00:00,2022-05-30 16:01:00,2022-05-30 16:10:00,long,1855.25,1857.52529,1857.52529,1852.78511,2.27529,1.92529,0.87529,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-05-31 16:00:00,2022-05-31 16:01:00,2022-05-31 16:18:00,long,1848.87,1851.38486,1851.38486,1846.14557,2.51486,2.16486,1.11486,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-06 16:00:00,2022-06-06 16:01:00,2022-06-06 16:36:00,short,1853.57,1851.65214,1851.65214,1855.64768,1.91786,1.56786,0.51786,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-07 16:00:00,2022-06-07 16:01:00,2022-06-07 16:31:00,short,1843.59,1846.66079,1840.75543,1846.66079,-3.07079,-3.42079,-4.47079,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-16 16:00:00,2022-06-16 16:01:00,2022-06-16 17:13:00,long,1828.92,1825.15511,1832.39529,1825.15511,-3.76489,-4.11489,-5.16489,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-20 16:00:00,2022-06-20 16:01:00,2022-06-20 16:08:00,long,1838.4,1840.75114,1840.75114,1835.85293,2.35114,2.00114,0.95114,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-21 16:00:00,2022-06-21 16:01:00,2022-06-21 16:34:00,long,1836.27,1833.55857,1838.77286,1833.55857,-2.71143,-3.06143,-4.11143,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-23 16:00:00,2022-06-23 16:01:00,2022-06-23 16:21:00,long,1834.1,1836.83729,1836.83729,1831.13461,2.73729,2.38729,1.33729,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-06-24 16:00:00,2022-06-24 16:01:00,2022-06-24 16:01:00,long,1821.4,1818.38075,1824.187,1818.38075,-3.01925,-3.36925,-4.41925,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-04 16:00:00,2022-07-04 16:01:00,2022-07-04 17:31:00,long,1808.17,1809.23,1810.25329,1805.91311,1.06,0.71,-0.34,horizon_close,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-06 16:00:00,2022-07-06 16:01:00,2022-07-06 16:02:00,long,1763.7,1766.76686,1766.76686,1760.37757,3.06686,2.71686,1.66686,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-07 16:00:00,2022-07-07 16:01:00,2022-07-07 16:18:00,long,1740.11,1743.02129,1743.02129,1736.95611,2.91129,2.56129,1.51129,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-08 16:00:00,2022-07-08 16:01:00,2022-07-08 16:18:00,short,1738.29,1741.67232,1735.16786,1741.67232,-3.38232,-3.73232,-4.78232,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-11 16:00:00,2022-07-11 16:01:00,2022-07-11 16:51:00,long,1736.99,1739.096,1739.096,1734.7085,2.106,1.756,0.706,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-07-19 16:00:00,2022-07-19 16:01:00,2022-07-19 16:34:00,short,1709.72,1712.08507,1707.53686,1712.08507,-2.36507,-2.71507,-3.76507,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-01 16:00:00,2022-08-01 16:01:00,2022-08-01 16:12:00,short,1769.3,1772.36011,1766.47529,1772.36011,-3.06011,-3.41011,-4.46011,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-04 16:00:00,2022-08-04 16:01:00,2022-08-04 16:18:00,short,1779.14,1776.45586,1776.45586,1782.04782,2.68414,2.33414,1.28414,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-15 16:00:00,2022-08-15 16:01:00,2022-08-15 16:23:00,long,1778.91,1781.87657,1781.87657,1775.69621,2.96657,2.61657,1.56657,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-16 16:00:00,2022-08-16 16:01:00,2022-08-16 16:04:00,long,1773.59,1775.54514,1775.54514,1771.47193,1.95514,1.60514,0.55514,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-18 16:00:00,2022-08-18 16:01:00,2022-08-18 16:07:00,short,1767.1,1765.19843,1765.19843,1769.16004,1.90157,1.55157,0.50157,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-19 16:00:00,2022-08-19 16:01:00,2022-08-19 16:37:00,long,1756.37,1753.83361,1758.71129,1753.83361,-2.53639,-2.88639,-3.93639,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-22 16:00:00,2022-08-22 16:01:00,2022-08-22 16:11:00,long,1731.01,1733.43443,1733.43443,1728.38354,2.42443,2.07443,1.02443,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-23 16:00:00,2022-08-23 16:01:00,2022-08-23 16:24:00,long,1736.09,1738.77286,1738.77286,1733.18357,2.68286,2.33286,1.28286,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-24 16:00:00,2022-08-24 16:01:00,2022-08-24 16:13:00,long,1745.61,1743.35589,1747.69071,1743.35589,-2.25411,-2.60411,-3.65411,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-08-26 16:00:00,2022-08-26 16:01:00,2022-08-26 16:11:00,long,1748.23,1750.534,1750.534,1745.734,2.304,1.954,0.904,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-05 16:00:00,2022-09-05 16:01:00,2022-09-05 17:00:00,short,1712.48,1710.63543,1710.63543,1714.47829,1.84457,1.49457,0.44457,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-15 16:00:00,2022-09-15 16:01:00,2022-09-15 16:27:00,long,1686.56,1683.55282,1689.33586,1683.55282,-3.00718,-3.35718,-4.40718,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-16 16:00:00,2022-09-16 16:01:00,2022-09-16 16:58:00,short,1660.07,1663.45186,1656.94829,1663.45186,-3.38186,-3.73186,-4.78186,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-20 16:00:00,2022-09-20 16:01:00,2022-09-20 16:23:00,long,1667.71,1665.05893,1670.15714,1665.05893,-2.65107,-3.00107,-4.05107,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-21 16:00:00,2022-09-21 16:01:00,2022-09-21 16:45:00,short,1673.74,1671.48271,1671.48271,1676.18539,2.25729,1.90729,0.85729,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-23 16:00:00,2022-09-23 16:01:00,2022-09-23 16:08:00,long,1648.12,1652.06371,1652.06371,1643.84764,3.94371,3.59371,2.54371,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-09-27 16:00:00,2022-09-27 16:01:00,2022-09-27 16:12:00,short,1634.86,1637.60439,1632.32671,1637.60439,-2.74439,-3.09439,-4.14439,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-10-05 16:00:00,2022-10-05 16:01:00,2022-10-05 16:38:00,long,1713.33,1709.00193,1717.32514,1709.00193,-4.32807,-4.67807,-5.72807,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-10-06 16:00:00,2022-10-06 16:01:00,2022-10-06 16:06:00,long,1714.04,1710.97804,1716.86643,1710.97804,-3.06196,-3.41196,-4.46196,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-10-20 16:00:00,2022-10-20 16:01:00,2022-10-20 17:01:00,short,1631.55,1634.79071,1628.55857,1634.79071,-3.24071,-3.59071,-4.64071,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-10-27 16:00:00,2022-10-27 16:01:00,2022-10-27 16:07:00,long,1658.08,1660.82757,1660.82757,1655.10346,2.74757,2.39757,1.34757,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-10-31 16:00:00,2022-10-31 16:01:00,2022-10-31 16:16:00,long,1637.59,1639.98657,1639.98657,1634.99371,2.39657,2.04657,0.99657,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-01 16:00:00,2022-11-01 16:01:00,2022-11-01 16:07:00,short,1646.34,1643.41971,1643.41971,1649.50364,2.92029,2.57029,1.52029,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-02 16:00:00,2022-11-02 16:01:00,2022-11-02 16:09:00,short,1652.99,1650.90371,1650.90371,1655.25014,2.08629,1.73629,0.68629,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-03 16:00:00,2022-11-03 16:01:00,2022-11-03 16:03:00,long,1620.41,1623.44857,1623.44857,1617.11821,3.03857,2.68857,1.63857,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-15 16:00:00,2022-11-15 16:01:00,2022-11-15 16:33:00,short,1776.57,1773.01886,1773.01886,1780.41707,3.55114,3.20114,2.15114,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-22 16:00:00,2022-11-22 16:01:00,2022-11-22 16:37:00,short,1742.98,1745.31257,1740.82686,1745.31257,-2.33257,-2.68257,-3.73257,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-23 16:00:00,2022-11-23 16:01:00,2022-11-23 16:10:00,long,1735.78,1739.092,1739.092,1732.192,3.312,2.962,1.912,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-29 16:00:00,2022-11-29 16:01:00,2022-11-29 16:27:00,long,1751.55,1748.599,1754.274,1748.599,-2.951,-3.301,-4.351,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-11-30 16:00:00,2022-11-30 16:01:00,2022-11-30 16:15:00,short,1755.34,1757.94743,1752.93314,1757.94743,-2.60743,-2.95743,-4.00743,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-09 16:00:00,2022-12-09 16:01:00,2022-12-09 16:13:00,short,1797.61,1794.96143,1794.96143,1800.47929,2.64857,2.29857,1.24857,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-12 16:00:00,2022-12-12 16:01:00,2022-12-12 16:39:00,short,1787.96,1785.83343,1785.83343,1790.26379,2.12657,1.77657,0.72657,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-14 16:00:00,2022-12-14 16:01:00,2022-12-14 16:38:00,long,1809.0,1810.94957,1810.94957,1806.88796,1.94957,1.59957,0.54957,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-16 16:00:00,2022-12-16 16:01:00,2022-12-16 16:14:00,short,1786.25,1783.40943,1783.40943,1789.32729,2.84057,2.49057,1.44057,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-20 16:00:00,2022-12-20 16:01:00,2022-12-20 16:49:00,short,1804.89,1808.89307,1801.19486,1808.89307,-4.00307,-4.35307,-5.40307,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-21 16:00:00,2022-12-21 16:01:00,2022-12-21 16:10:00,short,1817.41,1815.54657,1815.54657,1819.42871,1.86343,1.51343,0.46343,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2022-12-30 16:00:00,2022-12-30 16:01:00,2022-12-30 16:06:00,short,1821.5,1823.80007,1819.37686,1823.80007,-2.30007,-2.65007,-3.70007,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-01-03 16:00:00,2023-01-03 16:01:00,2023-01-03 16:32:00,long,1838.69,1842.76486,1842.76486,1834.27557,4.07486,3.72486,2.67486,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-01-25 16:00:00,2023-01-25 16:01:00,2023-01-25 16:09:00,long,1921.95,1925.23329,1925.23329,1918.39311,3.28329,2.93329,1.88329,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-01-26 16:00:00,2023-01-26 16:01:00,2023-01-26 16:16:00,long,1938.98,1942.08586,1942.08586,1935.61532,3.10586,2.75586,1.70586,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-01-27 16:00:00,2023-01-27 16:01:00,2023-01-27 16:09:00,short,1929.81,1927.05386,1927.05386,1932.79582,2.75614,2.40614,1.35614,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-02-06 16:00:00,2023-02-06 16:01:00,2023-02-06 16:21:00,long,1871.74,1874.48843,1874.48843,1868.76254,2.74843,2.39843,1.34843,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-02-16 16:00:00,2023-02-16 16:01:00,2023-02-16 16:05:00,long,1831.29,1834.56857,1834.56857,1827.73821,3.27857,2.92857,1.87857,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-02-22 16:00:00,2023-02-22 16:01:00,2023-02-22 16:31:00,short,1838.59,1836.07343,1836.07343,1841.31629,2.51657,2.16657,1.11657,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-02-23 16:00:00,2023-02-23 16:01:00,2023-02-23 16:16:00,long,1824.79,1827.32329,1827.32329,1822.04561,2.53329,2.18329,1.13329,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-01 16:00:00,2023-03-01 16:01:00,2023-03-01 16:35:00,short,1837.7,1840.86411,1834.77929,1840.86411,-3.16411,-3.51411,-4.56411,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-02 16:00:00,2023-03-02 16:01:00,2023-03-02 16:33:00,short,1832.6,1835.13129,1830.26343,1835.13129,-2.53129,-2.88129,-3.93129,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-03 16:00:00,2023-03-03 16:01:00,2023-03-03 16:20:00,short,1846.7,1844.77314,1844.77314,1848.78743,1.92686,1.57686,0.52686,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-06 16:00:00,2023-03-06 16:01:00,2023-03-06 16:36:00,long,1851.67,1853.74,1853.74,1849.4275,2.07,1.72,0.67,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-08 16:00:00,2023-03-08 16:01:00,2023-03-08 16:31:00,short,1814.2,1816.04136,1812.50029,1816.04136,-1.84136,-2.19136,-3.24136,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-14 16:00:00,2023-03-14 16:01:00,2023-03-14 16:09:00,long,1902.73,1906.78771,1906.78771,1898.33414,4.05771,3.70771,2.65771,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-23 16:00:00,2023-03-23 16:01:00,2023-03-23 16:16:00,long,1983.26,1979.02896,1987.16557,1979.02896,-4.23104,-4.58104,-5.63104,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-24 16:00:00,2023-03-24 16:01:00,2023-03-24 16:08:00,short,1988.37,1992.86057,1984.22486,1992.86057,-4.49057,-4.84057,-5.89057,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-30 16:00:00,2023-03-30 16:01:00,2023-03-30 16:24:00,short,1970.3,1967.75386,1967.75386,1973.05832,2.54614,2.19614,1.14614,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-03-31 16:00:00,2023-03-31 16:01:00,2023-03-31 16:08:00,short,1978.66,1975.73114,1975.73114,1981.83293,2.92886,2.57886,1.52886,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-04-10 16:00:00,2023-04-10 16:01:00,2023-04-10 16:24:00,long,1989.46,1992.65971,1992.65971,1985.99364,3.19971,2.84971,1.79971,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-04-11 16:00:00,2023-04-11 16:01:00,2023-04-11 16:10:00,long,1999.01,1996.23079,2001.57543,1996.23079,-2.77921,-3.12921,-4.17921,sl_conservative,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
2023-04-19 16:00:00,2023-04-19 16:01:00,2023-04-19 16:25:00,long,1980.19,1984.36214,1984.36214,1975.67018,4.17214,3.82214,2.77214,tp,london_extreme_stoprun_reclaim,london_extreme_stoprun_reclaim_rng0.7_sw0.25_rec0.0_h90_e16_tp0.6_sl0.65,STAGE24A_REJECT
