trades,total_x4,median_x4,pf_x4,wr,dd_x4,train_total_x4,test_total_x4,pos_years,years,pos_quarters,quarters,definition,direction,guard_variant,geometry,variant,h4_sma,h4_slope_lookback,h1_lookback,compression_lookback,compression_max_atr,rejection_lookback,impulse_atr_mult,cooldown_h,exit_h,session_filter,robust_candidate
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h6_cool4_london_ny,10,2,6,6,2.2,6,1.6,4,6,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h6_cool4_ny_only,10,2,6,6,2.2,6,1.6,4,6,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool1_no_asia,10,2,6,6,2.2,6,1.6,1,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool1_london,10,2,6,6,2.2,6,1.6,1,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool1_london_ny,10,2,6,6,2.2,6,1.6,1,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool1_ny_only,10,2,6,6,2.2,6,1.6,1,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool4_no_asia,10,2,6,6,2.2,6,1.6,4,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool4_london,10,2,6,6,2.2,6,1.6,4,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool4_london_ny,10,2,6,6,2.2,6,1.6,4,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.2_rej6_imp1.6_h12_cool4_ny_only,10,2,6,6,2.2,6,1.6,4,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool1_all,10,2,6,12,1.4,6,0.8,1,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool1_no_asia,10,2,6,12,1.4,6,0.8,1,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool1_london,10,2,6,12,1.4,6,0.8,1,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool1_london_ny,10,2,6,12,1.4,6,0.8,1,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool1_ny_only,10,2,6,12,1.4,6,0.8,1,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool4_all,10,2,6,12,1.4,6,0.8,4,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool4_no_asia,10,2,6,12,1.4,6,0.8,4,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool4_london,10,2,6,12,1.4,6,0.8,4,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool4_london_ny,10,2,6,12,1.4,6,0.8,4,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h3_cool4_ny_only,10,2,6,12,1.4,6,0.8,4,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool1_all,10,2,6,12,1.4,6,0.8,1,6,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool1_no_asia,10,2,6,12,1.4,6,0.8,1,6,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool1_london,10,2,6,12,1.4,6,0.8,1,6,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool1_london_ny,10,2,6,12,1.4,6,0.8,1,6,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool1_ny_only,10,2,6,12,1.4,6,0.8,1,6,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool4_all,10,2,6,12,1.4,6,0.8,4,6,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool4_no_asia,10,2,6,12,1.4,6,0.8,4,6,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool4_london,10,2,6,12,1.4,6,0.8,4,6,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool4_london_ny,10,2,6,12,1.4,6,0.8,4,6,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h6_cool4_ny_only,10,2,6,12,1.4,6,0.8,4,6,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool1_all,10,2,6,12,1.4,6,0.8,1,12,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool1_no_asia,10,2,6,12,1.4,6,0.8,1,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool1_london,10,2,6,12,1.4,6,0.8,1,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool1_london_ny,10,2,6,12,1.4,6,0.8,1,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool1_ny_only,10,2,6,12,1.4,6,0.8,1,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool4_all,10,2,6,12,1.4,6,0.8,4,12,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool4_no_asia,10,2,6,12,1.4,6,0.8,4,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool4_london,10,2,6,12,1.4,6,0.8,4,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool4_london_ny,10,2,6,12,1.4,6,0.8,4,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp0.8_h12_cool4_ny_only,10,2,6,12,1.4,6,0.8,4,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool1_all,10,2,6,12,1.4,6,1.2,1,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool1_no_asia,10,2,6,12,1.4,6,1.2,1,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool1_london,10,2,6,12,1.4,6,1.2,1,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool1_london_ny,10,2,6,12,1.4,6,1.2,1,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool1_ny_only,10,2,6,12,1.4,6,1.2,1,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool4_all,10,2,6,12,1.4,6,1.2,4,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool4_no_asia,10,2,6,12,1.4,6,1.2,4,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool4_london,10,2,6,12,1.4,6,1.2,4,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool4_london_ny,10,2,6,12,1.4,6,1.2,4,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h3_cool4_ny_only,10,2,6,12,1.4,6,1.2,4,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool1_all,10,2,6,12,1.4,6,1.2,1,6,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool1_no_asia,10,2,6,12,1.4,6,1.2,1,6,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool1_london,10,2,6,12,1.4,6,1.2,1,6,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool1_london_ny,10,2,6,12,1.4,6,1.2,1,6,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool1_ny_only,10,2,6,12,1.4,6,1.2,1,6,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool4_all,10,2,6,12,1.4,6,1.2,4,6,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool4_no_asia,10,2,6,12,1.4,6,1.2,4,6,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool4_london,10,2,6,12,1.4,6,1.2,4,6,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool4_london_ny,10,2,6,12,1.4,6,1.2,4,6,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h6_cool4_ny_only,10,2,6,12,1.4,6,1.2,4,6,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool1_all,10,2,6,12,1.4,6,1.2,1,12,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool1_no_asia,10,2,6,12,1.4,6,1.2,1,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool1_london,10,2,6,12,1.4,6,1.2,1,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool1_london_ny,10,2,6,12,1.4,6,1.2,1,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool1_ny_only,10,2,6,12,1.4,6,1.2,1,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool4_all,10,2,6,12,1.4,6,1.2,4,12,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool4_no_asia,10,2,6,12,1.4,6,1.2,4,12,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool4_london,10,2,6,12,1.4,6,1.2,4,12,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool4_london_ny,10,2,6,12,1.4,6,1.2,4,12,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.2_h12_cool4_ny_only,10,2,6,12,1.4,6,1.2,4,12,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool1_all,10,2,6,12,1.4,6,1.6,1,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool1_no_asia,10,2,6,12,1.4,6,1.6,1,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool1_london,10,2,6,12,1.4,6,1.6,1,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool1_london_ny,10,2,6,12,1.4,6,1.6,1,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool1_ny_only,10,2,6,12,1.4,6,1.6,1,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool4_all,10,2,6,12,1.4,6,1.6,4,3,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool4_no_asia,10,2,6,12,1.4,6,1.6,4,3,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool4_london,10,2,6,12,1.4,6,1.6,4,3,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool4_london_ny,10,2,6,12,1.4,6,1.6,4,3,london_ny,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h3_cool4_ny_only,10,2,6,12,1.4,6,1.6,4,3,ny_only,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h6_cool1_all,10,2,6,12,1.4,6,1.6,1,6,all,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h6_cool1_no_asia,10,2,6,12,1.4,6,1.6,1,6,no_asia,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h6_cool1_london,10,2,6,12,1.4,6,1.6,1,6,london,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp12_1.4_rej6_imp1.6_h6_cool1_london_ny,10,2,6,12,1.4,6,1.6,1,6,london_ny,False
